project_id	case_id	case_submitter_id	sample_id	sample_submitter_id	portion_id	portion_submitter_id	analyte_id	analyte_submitter_id	a260_a280_ratio	amount	analyte_quantity	analyte_type	analyte_type_id	analyte_volume	concentration	experimental_protocol_type	normal_tumor_genotype_snp_match	ribosomal_rna_28s_16s_ratio	rna_integrity_number	spectrophotometer_method	state	well_number
HCMI-CMDC	8a2452ec-72a0-4efb-84ac-d5af5e613e74	HCM-BROD-0120-C15	28a1fcfc-4954-4d1e-9094-d149a0fb1591	HCM-BROD-0120-C15-10A	230b0415-1496-4e27-8f58-41ebc6134a5c	HCM-BROD-0120-C15-10A-01	3ec53d75-9473-4b2c-a6b3-52ed3c2e82f3	HCM-BROD-0120-C15-10A-01D	'--	'--	'--	DNA	D	'--	0.07	Pre-extracted DNA received by TSS	Yes	'--	'--	PicoGreen	released	'--
HCMI-CMDC	8a2452ec-72a0-4efb-84ac-d5af5e613e74	HCM-BROD-0120-C15	31f8777c-d911-45b5-85cc-0c48062aca27	HCM-BROD-0120-C15-85A	c1e9d0ba-3e12-5a14-8d5e-826aac40a2cf	'--	184cea29-4d80-4ad4-9f86-796ff0165669	HCM-BROD-0120-C15-85A-01D	'--	'--	'--	DNA	D	'--	0.13	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	'--
HCMI-CMDC	8a2452ec-72a0-4efb-84ac-d5af5e613e74	HCM-BROD-0120-C15	31f8777c-d911-45b5-85cc-0c48062aca27	HCM-BROD-0120-C15-85A	57449826-4443-5ead-8b24-bdf81826f633	'--	19b4c9d9-7091-4418-8074-4ca2d3652e40	HCM-BROD-0120-C15-85A-01R	1.92	'--	'--	RNA	R	'--	0.18	mirVana (Allprep DNA) RNA	Yes	0.89	7.5	UV Spec	released	'--
HCMI-CMDC	8a2452ec-72a0-4efb-84ac-d5af5e613e74	HCM-BROD-0120-C15	6a8b5489-8112-4991-b4f0-14b9690f00cc	HCM-BROD-0120-C15-06A	af58270d-5d61-4e7d-9381-f4afe8422394	HCM-BROD-0120-C15-06A-11	330df326-adf8-44aa-8527-865ef256add8	HCM-BROD-0120-C15-06A-11R	1.86	'--	'--	RNA	R	'--	0.05	mirVana (Allprep DNA) RNA	Yes	1.89	5.8	UV Spec	released	'--
HCMI-CMDC	8a2452ec-72a0-4efb-84ac-d5af5e613e74	HCM-BROD-0120-C15	6a8b5489-8112-4991-b4f0-14b9690f00cc	HCM-BROD-0120-C15-06A	af58270d-5d61-4e7d-9381-f4afe8422394	HCM-BROD-0120-C15-06A-11	c6343f1b-6726-4197-b748-c95ebc55f2c7	HCM-BROD-0120-C15-06A-11D	'--	'--	'--	DNA	D	'--	0.14	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	'--
HCMI-CMDC	8b3b1f24-419e-4043-82be-2bd41268bb0e	HCM-CSHL-0062-C18	0935e127-2617-4ddf-a046-6361213e6035	HCM-CSHL-0062-C18-01A	3128cb83-42e0-40e8-a361-602348ab126a	HCM-CSHL-0062-C18-01A-01	0d8d3882-2d6c-46e6-b597-b1eaa22004d6	HCM-CSHL-0062-C18-01A-01D	'--	'--	'--	DNA	D	'--	0.14	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	'--
HCMI-CMDC	8b3b1f24-419e-4043-82be-2bd41268bb0e	HCM-CSHL-0062-C18	0935e127-2617-4ddf-a046-6361213e6035	HCM-CSHL-0062-C18-01A	3128cb83-42e0-40e8-a361-602348ab126a	HCM-CSHL-0062-C18-01A-01	c5781791-9144-4916-bf0d-387af3c197e0	HCM-CSHL-0062-C18-01A-01R	1.83	'--	'--	RNA	R	'--	0.17	mirVana (Allprep DNA) RNA	Yes	1.79	7.8	UV Spec	released	'--
HCMI-CMDC	8b3b1f24-419e-4043-82be-2bd41268bb0e	HCM-CSHL-0062-C18	a1f23fc7-47a9-47f9-b581-9ea5490a0eba	HCM-CSHL-0062-C18-85A	2d6062dd-38e5-5062-bafd-64a8ea08b5a7	'--	318c0847-f6a8-4a38-9ab0-786269eca1be	HCM-CSHL-0062-C18-85A-01D	'--	'--	'--	DNA	D	'--	0.16	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	'--
HCMI-CMDC	8b3b1f24-419e-4043-82be-2bd41268bb0e	HCM-CSHL-0062-C18	a1f23fc7-47a9-47f9-b581-9ea5490a0eba	HCM-CSHL-0062-C18-85A	9501985b-2bfb-5ea9-8f1f-78dbb332ff63	'--	c567d2cc-f7b5-4f1c-8406-707b04105761	HCM-CSHL-0062-C18-85A-01R	2.14	'--	'--	RNA	R	'--	0.18	mirVana (Allprep DNA) RNA	Yes	2.13	9.7	UV Spec	released	'--
HCMI-CMDC	8b3b1f24-419e-4043-82be-2bd41268bb0e	HCM-CSHL-0062-C18	dfd7ac7f-a577-435b-befb-8fef79c5b33d	HCM-CSHL-0062-C18-10A	319f23b5-45f0-45a3-9d7b-6f0039d87228	HCM-CSHL-0062-C18-10A-01	54dda520-fcf2-4e49-8f18-952437ca2457	HCM-CSHL-0062-C18-10A-01D	'--	'--	'--	DNA	D	'--	0.14	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	'--
HCMI-CMDC	8d169383-a8af-4450-a837-01da35fb72c5	HCM-CSHL-0246-C19	03c21be1-762f-4ed2-9f93-b688ec036cee	HCM-CSHL-0246-C19-85A	ed3e13a7-feb4-56c5-adeb-4c26136f848c	'--	8cf24f2e-786c-488d-aaff-13b690596e8b	HCM-CSHL-0246-C19-85A-01D	'--	'--	'--	DNA	D	'--	0.14	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	'--
HCMI-CMDC	8d169383-a8af-4450-a837-01da35fb72c5	HCM-CSHL-0246-C19	03c21be1-762f-4ed2-9f93-b688ec036cee	HCM-CSHL-0246-C19-85A	a56cc313-64fd-5e7b-be93-74436fd3002d	'--	d48d7fee-cb52-4869-890c-799c3eb61193	HCM-CSHL-0246-C19-85A-01R	2.13	'--	'--	RNA	R	'--	0.18	mirVana (Allprep DNA) RNA	Yes	1.72	9.7	UV Spec	released	'--
HCMI-CMDC	8d169383-a8af-4450-a837-01da35fb72c5	HCM-CSHL-0246-C19	2f8cf8f5-8ece-4e59-a928-04751bf2b821	HCM-CSHL-0246-C19-01B	4504775d-ff83-4e6e-9028-522734b3fa3f	HCM-CSHL-0246-C19-01B-01	75ac4390-1c99-4999-8ca4-137584bc3e28	HCM-CSHL-0246-C19-01B-01D	'--	'--	'--	DNA	D	'--	0.16	Allprep FFPE DNA	Yes	'--	'--	PicoGreen	released	'--
HCMI-CMDC	8d169383-a8af-4450-a837-01da35fb72c5	HCM-CSHL-0246-C19	2f8cf8f5-8ece-4e59-a928-04751bf2b821	HCM-CSHL-0246-C19-01B	4504775d-ff83-4e6e-9028-522734b3fa3f	HCM-CSHL-0246-C19-01B-01	c2f76593-e566-4590-ab6e-7f860e034d17	HCM-CSHL-0246-C19-01B-01R	1.75	'--	'--	RNA	R	'--	0.18	HighPure miRNA (Allprep DNA) FFPE RNA	Yes	0.67	2.2	UV Spec	released	'--
HCMI-CMDC	8d169383-a8af-4450-a837-01da35fb72c5	HCM-CSHL-0246-C19	3c8c9c5a-8674-4bfa-9a07-41f38ef4207c	HCM-CSHL-0246-C19-86A	ddf4ecfe-a679-59c6-86eb-c67ce1c75361	'--	726c301b-f572-432f-8220-72b2a1928bda	HCM-CSHL-0246-C19-86A-01R	1.83	'--	'--	RNA	R	'--	0.17	mirVana (Allprep DNA) RNA	Yes	1.88	9.3	UV Spec	released	'--
HCMI-CMDC	8d169383-a8af-4450-a837-01da35fb72c5	HCM-CSHL-0246-C19	3c8c9c5a-8674-4bfa-9a07-41f38ef4207c	HCM-CSHL-0246-C19-86A	41cf2685-f140-5f85-bba3-159de3a33989	'--	da92e20d-cd76-4ec9-a75d-6374308c5db5	HCM-CSHL-0246-C19-86A-01D	'--	'--	'--	DNA	D	'--	0.15	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	'--
HCMI-CMDC	8d169383-a8af-4450-a837-01da35fb72c5	HCM-CSHL-0246-C19	6f39cb66-01bd-4452-bcd3-4176b7477205	HCM-CSHL-0246-C19-10A	323b9156-fdb3-48a6-9e7e-6de7c7c3807d	HCM-CSHL-0246-C19-10A-01	a485fd95-bca8-4313-8d7a-ee1c8579b1ac	HCM-CSHL-0246-C19-10A-01D	'--	'--	'--	DNA	D	'--	0.16	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	'--
HCMI-CMDC	8ff694fc-0d95-423b-89fa-5e78d759cbe3	HCM-CSHL-0432-C20	5e0acf02-874a-4fb8-a637-277c6732366c	HCM-CSHL-0432-C20-10A	01f63891-f405-4f33-adfc-0df75371718a	HCM-CSHL-0432-C20-10A-01	6bc12dd6-40d4-4a60-9064-7ca2d2658156	HCM-CSHL-0432-C20-10A-01D	'--	'--	'--	DNA	D	'--	0.11	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	'--
HCMI-CMDC	8ff694fc-0d95-423b-89fa-5e78d759cbe3	HCM-CSHL-0432-C20	c466707c-c4ff-43b7-ba2c-3cdd69c1d648	HCM-CSHL-0432-C20-85A	dc709ddf-8971-5ab6-8d72-3078baa07941	'--	4b164b51-f119-4886-ae5c-ea1540cd4272	HCM-CSHL-0432-C20-85A-01R	1.73	'--	'--	RNA	R	'--	0.18	mirVana (Allprep DNA) RNA	Yes	2.03	8.8	UV Spec	released	'--
HCMI-CMDC	8ff694fc-0d95-423b-89fa-5e78d759cbe3	HCM-CSHL-0432-C20	c466707c-c4ff-43b7-ba2c-3cdd69c1d648	HCM-CSHL-0432-C20-85A	c5713445-034c-515b-831a-0272b27d6182	'--	f7281f78-acb6-4b4c-a818-3df9c479ce00	HCM-CSHL-0432-C20-85A-01D	'--	'--	'--	DNA	D	'--	0.08	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	'--
HCMI-CMDC	9097285b-eeb1-4f36-a0ab-0d0592043792	HCM-BROD-0098-C15	3cf85579-b372-482a-8406-8ea51ace2594	HCM-BROD-0098-C15-06A	19b79e55-a033-40a4-9162-06f756309275	HCM-BROD-0098-C15-06A-01	6525ab35-e7e4-4b5e-bf7b-81995ed867b4	HCM-BROD-0098-C15-06A-01D	'--	'--	'--	DNA	D	'--	0.12	Pre-extracted DNA received by TSS	Yes	'--	'--	PicoGreen	released	'--
HCMI-CMDC	9097285b-eeb1-4f36-a0ab-0d0592043792	HCM-BROD-0098-C15	a6d108be-3c9c-4979-96cd-8d351e50f386	HCM-BROD-0098-C15-85A	9ba2446f-68f6-5545-aa84-e942f7fc3881	'--	44716d5a-a929-488a-9e4c-0e9f35f1f293	HCM-BROD-0098-C15-85A-01R	2.0	'--	'--	RNA	R	'--	0.08	mirVana (Allprep DNA) RNA	Yes	1.74	8.1	UV Spec	released	'--
HCMI-CMDC	9097285b-eeb1-4f36-a0ab-0d0592043792	HCM-BROD-0098-C15	a6d108be-3c9c-4979-96cd-8d351e50f386	HCM-BROD-0098-C15-85A	a768d0b8-cf0d-5348-a9ad-e1433256bfd5	'--	d4dcf77d-8a54-43d2-84fb-36951a1cc747	HCM-BROD-0098-C15-85A-01D	'--	'--	'--	DNA	D	'--	0.17	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	'--
HCMI-CMDC	9097285b-eeb1-4f36-a0ab-0d0592043792	HCM-BROD-0098-C15	f6824dc4-0481-446e-bc10-8d07d1a2e6c0	HCM-BROD-0098-C15-10B	ef2f49c1-b6a0-47e4-8897-aabcab106448	HCM-BROD-0098-C15-10B-01	f5c768d6-7e40-4563-ae1a-081000f1991c	HCM-BROD-0098-C15-10B-01D	'--	'--	'--	DNA	D	'--	0.09	Pre-extracted DNA received by TSS	Yes	'--	'--	PicoGreen	released	'--
HCMI-CMDC	92555ec0-7c74-4974-a243-bcfa2b0d55be	HCM-CSHL-0323-C20	06dfbb18-7ff9-4075-a298-5d9a7a394aa1	HCM-CSHL-0323-C20-10A	bedd5068-dc6a-4abe-ad94-d27a6e52926f	HCM-CSHL-0323-C20-10A-01	9aff6d56-453f-41df-be6d-61e92854d243	HCM-CSHL-0323-C20-10A-01D	'--	'--	'--	DNA	D	'--	0.14	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	'--
HCMI-CMDC	92555ec0-7c74-4974-a243-bcfa2b0d55be	HCM-CSHL-0323-C20	ac7218cb-4c14-4158-a1f8-52775214b126	HCM-CSHL-0323-C20-01A	5d040cb1-614e-4523-8b22-c871e72d33e0	HCM-CSHL-0323-C20-01A-11	b4f88239-e57c-4376-bbeb-9109798bbdda	HCM-CSHL-0323-C20-01A-11R	1.79	'--	'--	RNA	R	'--	0.18	mirVana (Allprep DNA) RNA	Yes	1.25	7.2	UV Spec	released	'--
HCMI-CMDC	92555ec0-7c74-4974-a243-bcfa2b0d55be	HCM-CSHL-0323-C20	ac7218cb-4c14-4158-a1f8-52775214b126	HCM-CSHL-0323-C20-01A	5d040cb1-614e-4523-8b22-c871e72d33e0	HCM-CSHL-0323-C20-01A-11	dc8a809c-fb59-47e8-8e9a-a095e646f416	HCM-CSHL-0323-C20-01A-11D	'--	'--	'--	DNA	D	'--	0.15	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	'--
HCMI-CMDC	92555ec0-7c74-4974-a243-bcfa2b0d55be	HCM-CSHL-0323-C20	b32a822b-eaf2-4ca8-98b4-4d139867cd6e	HCM-CSHL-0323-C20-85A	dd104959-3ec8-5e27-8b41-e665ba4fca13	'--	85950e4d-0e65-4f5d-a7f8-7a37d3beeadd	HCM-CSHL-0323-C20-85A-01R	1.63	'--	'--	RNA	R	'--	0.18	mirVana (Allprep DNA) RNA	Yes	1.63	9.6	UV Spec	released	'--
HCMI-CMDC	92555ec0-7c74-4974-a243-bcfa2b0d55be	HCM-CSHL-0323-C20	b32a822b-eaf2-4ca8-98b4-4d139867cd6e	HCM-CSHL-0323-C20-85A	73f3b24a-b54c-5019-80bc-40ab6d8a5e47	'--	bb9642b8-1f2d-4b08-8f93-f77414179178	HCM-CSHL-0323-C20-85A-01D	'--	'--	'--	DNA	D	'--	0.15	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	'--
HCMI-CMDC	9323fd2e-57cb-4149-ba36-274921d70215	HCM-CSHL-0261-C50	2f8addab-b41d-4510-a624-d79356f1b77a	HCM-CSHL-0261-C50-86A	237930a6-6b51-54ee-9739-88c601b9d910	'--	070d89cb-64f4-4c1c-8ceb-101c66ce66d3	HCM-CSHL-0261-C50-86A-01D	'--	'--	'--	DNA	D	'--	0.15	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	'--
HCMI-CMDC	9323fd2e-57cb-4149-ba36-274921d70215	HCM-CSHL-0261-C50	786eca46-0c5d-4331-812c-d6623c2d207e	HCM-CSHL-0261-C50-10A	2b489986-c027-4107-830e-fe284dd64745	HCM-CSHL-0261-C50-10A-01	4e9211ee-1c51-43be-9689-bded5171aa98	HCM-CSHL-0261-C50-10A-01D	'--	'--	'--	DNA	D	'--	0.11	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	'--
HCMI-CMDC	9323fd2e-57cb-4149-ba36-274921d70215	HCM-CSHL-0261-C50	7f168cc8-3e02-4894-a75a-b247e0a90b5f	HCM-CSHL-0261-C50-85D	34eaa178-d2da-5d47-a34d-a0888d163697	'--	d0e0f357-cb80-4e2c-8ec7-42ffc81aa178	HCM-CSHL-0261-C50-85D-01R	2.07	'--	'--	RNA	R	'--	0.11	mirVana (Allprep DNA) RNA	Yes	1.52	9.3	UV Spec	released	'--
HCMI-CMDC	9323fd2e-57cb-4149-ba36-274921d70215	HCM-CSHL-0261-C50	7f168cc8-3e02-4894-a75a-b247e0a90b5f	HCM-CSHL-0261-C50-85D	8b5dcbd7-1726-51de-a0a0-9b34f95b706d	'--	df0fbd75-4eb1-4516-8320-28e4faa31faa	HCM-CSHL-0261-C50-85D-01D	'--	'--	'--	DNA	D	'--	0.13	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	'--
HCMI-CMDC	9323fd2e-57cb-4149-ba36-274921d70215	HCM-CSHL-0261-C50	c12cfc3f-10a2-4e76-9ddf-0d606ec77926	HCM-CSHL-0261-C50-01A	6a420433-92a9-4e42-90a2-9a0dcf6792fc	HCM-CSHL-0261-C50-01A-11	5cc02838-311a-49e2-a265-07ba9a55874a	HCM-CSHL-0261-C50-01A-11D	'--	'--	'--	DNA	D	'--	0.14	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	'--
HCMI-CMDC	9323fd2e-57cb-4149-ba36-274921d70215	HCM-CSHL-0261-C50	c12cfc3f-10a2-4e76-9ddf-0d606ec77926	HCM-CSHL-0261-C50-01A	6a420433-92a9-4e42-90a2-9a0dcf6792fc	HCM-CSHL-0261-C50-01A-11	aaf88822-b8eb-40b4-b2d2-81ea7553c880	HCM-CSHL-0261-C50-01A-11R	1.76	'--	'--	RNA	R	'--	0.17	mirVana (Allprep DNA) RNA	Yes	1.76	7.2	UV Spec	released	'--
HCMI-CMDC	937294e7-5aab-4d1e-a8ca-1fbb73b0aae8	HCM-BROD-0561-C43	5d208040-b37c-45d0-a6f1-9634138c5dcd	HCM-BROD-0561-C43-85M	a31dedf3-b020-54aa-948d-7cfd7e84d60a	'--	1cf44889-4456-4615-94d8-4e4a53700081	HCM-BROD-0561-C43-85M-01R	2.13	'--	'--	RNA	R	'--	0.18	mirVana (Allprep DNA) RNA	Yes	2.47	9.7	UV Spec	released	'--
HCMI-CMDC	937294e7-5aab-4d1e-a8ca-1fbb73b0aae8	HCM-BROD-0561-C43	5d208040-b37c-45d0-a6f1-9634138c5dcd	HCM-BROD-0561-C43-85M	14ecc83e-4b68-5643-b30d-d4ddbf45ff28	'--	5d86261f-3c91-4ab1-b569-3090b8d1c434	HCM-BROD-0561-C43-85M-01D	'--	'--	'--	DNA	D	'--	0.17	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	'--
HCMI-CMDC	937294e7-5aab-4d1e-a8ca-1fbb73b0aae8	HCM-BROD-0561-C43	66c8d004-813e-4de8-9b70-bbfeebc86363	HCM-BROD-0561-C43-10A	d76c2616-db4e-43cd-8f4e-6044ae40d1db	HCM-BROD-0561-C43-10A-01	5005a45c-c7d1-4db7-a05d-3df9b998068a	HCM-BROD-0561-C43-10A-01D	'--	'--	'--	DNA	D	'--	0.11	Pre-extracted DNA received by TSS	Yes	'--	'--	PicoGreen	released	'--
HCMI-CMDC	937294e7-5aab-4d1e-a8ca-1fbb73b0aae8	HCM-BROD-0561-C43	d33eacc7-7bb3-4471-9b99-dfdb2ec9947c	HCM-BROD-0561-C43-06A	16c9ebc5-b185-477c-8e1a-6940426c5b34	HCM-BROD-0561-C43-06A-11	f6a48293-e4e4-49d4-b88d-cca32b4d1194	HCM-BROD-0561-C43-06A-11D	'--	'--	'--	DNA	D	'--	0.15	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	'--
HCMI-CMDC	937294e7-5aab-4d1e-a8ca-1fbb73b0aae8	HCM-BROD-0561-C43	d33eacc7-7bb3-4471-9b99-dfdb2ec9947c	HCM-BROD-0561-C43-06A	16c9ebc5-b185-477c-8e1a-6940426c5b34	HCM-BROD-0561-C43-06A-11	fc34840d-371c-460e-af89-fa87b6af4c34	HCM-BROD-0561-C43-06A-11R	1.88	'--	'--	RNA	R	'--	0.18	mirVana (Allprep DNA) RNA	Yes	3.09	8.6	UV Spec	released	'--
HCMI-CMDC	93eb458f-2b57-498b-a356-9b5540cc545c	HCM-CSHL-0426-C18	04cfba9c-1d70-475a-9b0d-9b5197ec3fad	HCM-CSHL-0426-C18-10A	d155cf1d-d455-4ca9-80e4-9618ff21654d	HCM-CSHL-0426-C18-10A-01	ae3ef54e-da36-4969-9b3c-f91097f6ae60	HCM-CSHL-0426-C18-10A-01D	'--	'--	'--	DNA	D	'--	0.14	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	'--
HCMI-CMDC	93eb458f-2b57-498b-a356-9b5540cc545c	HCM-CSHL-0426-C18	6762c326-9637-4949-ae9f-84ed287c9193	HCM-CSHL-0426-C18-85A	55973125-1b12-5bf2-adf5-af387cdf53f8	'--	32458e07-ce74-462b-a8ae-f1021a071fce	HCM-CSHL-0426-C18-85A-01R	1.74	'--	'--	RNA	R	'--	0.17	mirVana (Allprep DNA) RNA	Yes	1.94	10.0	UV Spec	released	'--
HCMI-CMDC	93eb458f-2b57-498b-a356-9b5540cc545c	HCM-CSHL-0426-C18	6762c326-9637-4949-ae9f-84ed287c9193	HCM-CSHL-0426-C18-85A	87618a46-b473-57d5-a2dc-003746d7e706	'--	cf3e142d-4b2d-4d3a-a15c-77fbf9f70559	HCM-CSHL-0426-C18-85A-01D	'--	'--	'--	DNA	D	'--	0.15	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	'--
HCMI-CMDC	94b66b8a-d5e9-4e4c-ab44-290c6d12480e	HCM-BROD-0679-C43	2c6b1a1e-b062-4b5a-8d3b-567ca20620a1	HCM-BROD-0679-C43-85M	08ed9ea5-795e-52d2-a350-5d7efad239d8	'--	afa8c9ee-0c1f-4d67-ace1-819dcb473815	HCM-BROD-0679-C43-85M-01D	'--	'--	'--	DNA	D	'--	0.16	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	'--
HCMI-CMDC	94b66b8a-d5e9-4e4c-ab44-290c6d12480e	HCM-BROD-0679-C43	2c6b1a1e-b062-4b5a-8d3b-567ca20620a1	HCM-BROD-0679-C43-85M	2c8f349d-a8d2-5a9f-ae18-33623ce1f989	'--	c6b10ea1-3b3e-4a73-a1c0-c92944e36f42	HCM-BROD-0679-C43-85M-01R	1.83	'--	'--	RNA	R	'--	0.17	mirVana (Allprep DNA) RNA	Yes	2.5	10.0	UV Spec	released	'--
HCMI-CMDC	94b66b8a-d5e9-4e4c-ab44-290c6d12480e	HCM-BROD-0679-C43	4a3fb8f7-e666-44c6-a6a1-5c5b9216944b	HCM-BROD-0679-C43-10A	468ca855-e6cb-485a-9c33-ff11d95a969e	HCM-BROD-0679-C43-10A-01	ccbbadc0-03d7-41d8-971d-1b2ef9aea9ff	HCM-BROD-0679-C43-10A-01D	'--	'--	'--	DNA	D	'--	0.15	Pre-extracted DNA received by TSS	Yes	'--	'--	PicoGreen	released	'--
HCMI-CMDC	94b66b8a-d5e9-4e4c-ab44-290c6d12480e	HCM-BROD-0679-C43	80a64ff2-24de-4905-95cc-53b959366890	HCM-BROD-0679-C43-06A	90387283-3dd2-4fa7-b1db-7bedef16a201	HCM-BROD-0679-C43-06A-11	03055631-a2df-4792-bd89-18c227922c3e	HCM-BROD-0679-C43-06A-11R	1.83	'--	'--	RNA	R	'--	0.17	mirVana (Allprep DNA) RNA	Yes	1.53	8.5	UV Spec	released	'--
HCMI-CMDC	94b66b8a-d5e9-4e4c-ab44-290c6d12480e	HCM-BROD-0679-C43	80a64ff2-24de-4905-95cc-53b959366890	HCM-BROD-0679-C43-06A	90387283-3dd2-4fa7-b1db-7bedef16a201	HCM-BROD-0679-C43-06A-11	cec0911a-7723-41fa-bd15-32bbf8082230	HCM-BROD-0679-C43-06A-11D	'--	'--	'--	DNA	D	'--	0.15	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	'--
HCMI-CMDC	96dea2e6-e29b-4e09-b708-ae3b010a9906	HCM-SANG-0284-C18	3f4c2728-10f8-4c06-af1b-cbeb84a905c5	HCM-SANG-0284-C18-85A-01R-A80W-32	84ad19c5-d102-5fac-a18b-21d39a306956	'--	bf4c8bdf-89c0-5c78-a4cc-660134440825	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--
HCMI-CMDC	96dea2e6-e29b-4e09-b708-ae3b010a9906	HCM-SANG-0284-C18	4f13b76f-d354-47e6-8b37-eb9d93e82fd7	HCM-SANG-0284-C18-85A-01D-A80T-32	b5eb33f0-5166-5e87-abb9-11bd488dafdb	'--	b2604323-a34d-532f-b2fe-ea6e6c58181b	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--
HCMI-CMDC	96dea2e6-e29b-4e09-b708-ae3b010a9906	HCM-SANG-0284-C18	86af6d36-e49f-4b87-ac2c-04eb48732267	HCM-SANG-0284-C18-01A	a2469fda-fe4b-4120-97ae-6f3bdb296312	HCM-SANG-0284-C18-01A-01	30167e28-06c9-4f6b-a1df-f551016046b7	HCM-SANG-0284-C18-01A-01D	'--	'--	'--	DNA	D	'--	0.13	Pre-extracted DNA received by TSS	Yes	'--	'--	PicoGreen	released	'--
HCMI-CMDC	96dea2e6-e29b-4e09-b708-ae3b010a9906	HCM-SANG-0284-C18	86af6d36-e49f-4b87-ac2c-04eb48732267	HCM-SANG-0284-C18-01A	a2469fda-fe4b-4120-97ae-6f3bdb296312	HCM-SANG-0284-C18-01A-01	44f32c25-3abb-42d4-8b91-526005233271	HCM-SANG-0284-C18-01A-01R	2.08	'--	'--	RNA	R	'--	0.13	'--	Yes	3.66	7.3	UV Spec	released	'--
HCMI-CMDC	96dea2e6-e29b-4e09-b708-ae3b010a9906	HCM-SANG-0284-C18	8faf3300-27a0-40d4-a623-f0775b052d59	HCM-SANG-0284-C18-10A-01D-A80T-32	7579c9d0-11ee-5be5-9a57-1b38045a6c35	'--	a6c9e8f4-f882-53f9-9ce6-ff50a242f352	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--
HCMI-CMDC	96dea2e6-e29b-4e09-b708-ae3b010a9906	HCM-SANG-0284-C18	c361f3af-85a3-491d-b42d-0dd9438dea1d	HCM-SANG-0284-C18-10A	72a642ed-bcbf-4f57-aad6-7918821e461b	HCM-SANG-0284-C18-10A-01	72b410d5-c3dc-4c71-babf-0603ed0d0e4e	HCM-SANG-0284-C18-10A-01D	'--	'--	'--	DNA	D	'--	0.16	Pre-extracted DNA received by TSS	Yes	'--	'--	PicoGreen	released	'--
HCMI-CMDC	96dea2e6-e29b-4e09-b708-ae3b010a9906	HCM-SANG-0284-C18	dcd6e8db-046e-4811-acb3-f85ad548e8f7	HCM-SANG-0284-C18-01A-01D-A80T-32	407c97fd-a1fe-5e17-ba80-e15583a1dd9a	'--	c3346c64-413d-5e1c-b93f-8cf3789cd859	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--
HCMI-CMDC	96dea2e6-e29b-4e09-b708-ae3b010a9906	HCM-SANG-0284-C18	e3760810-f066-4d01-9669-ef77cb0adb30	HCM-SANG-0284-C18-85A	2e3c207c-03c8-509f-abf2-4c50bef98208	'--	613f67ee-30e8-4d67-b69e-3944c7fcda6d	HCM-SANG-0284-C18-85A-01D	'--	'--	'--	DNA	D	'--	0.14	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	'--
HCMI-CMDC	96dea2e6-e29b-4e09-b708-ae3b010a9906	HCM-SANG-0284-C18	e3760810-f066-4d01-9669-ef77cb0adb30	HCM-SANG-0284-C18-85A	5fce28a2-306e-5f7f-a0b0-abd887902c69	'--	e6f4e6f9-55a3-47b8-ae79-ec98b9faf5ac	HCM-SANG-0284-C18-85A-01R	1.73	'--	'--	RNA	R	'--	0.18	mirVana (Allprep DNA) RNA	Yes	2.19	9.8	UV Spec	released	'--
HCMI-CMDC	97bd888f-4686-4c1d-b663-2920d3bdc7d8	HCM-BROD-0020-C15	a7d73f9d-d040-4e80-8ab4-4143c903c8c4	HCM-BROD-0020-C15-10A	74204ead-b9e1-4da3-b158-2b0f99eb0bc9	HCM-BROD-0020-C15-10A-01	3ac4a691-49e7-41d6-a689-984c84d72f08	HCM-BROD-0020-C15-10A-01D	'--	'--	'--	DNA	D	'--	0.15	Pre-extracted DNA received by TSS	Yes	'--	'--	PicoGreen	released	'--
