,sample_id,inhibitor,auc
16472,16-01061,NVP-TAE684,154.590383894659
16473,16-01061,Neratinib (HKI-272),136.329624748779
16474,16-01061,Nilotinib,253.133198966509
16475,16-01061,Nutlin 3a,98.5963341455842
16476,16-01061,OTX-015,186.350240032074
16477,16-01061,PD173955,204.423447066219
16478,16-01061,PHA-665752,207.189523036958
16479,16-01061,PHT-427,286.327943276273
16480,16-01061,PI-103,217.570321977424
16481,16-01061,PP242,154.201513377758
16482,16-01061,PRT062607,172.887399792837
16483,16-01061,Palbociclib,179.274259557366
16484,16-01061,Panobinostat,77.3731690699914
16485,16-01061,Panobinostat - Palbociclib,27.805527155949
16486,16-01061,Pazopanib (GW786034),219.186750018634
16487,16-01061,Pelitinib (EKB-569),137.069410135647
16489,16-01061,Quizartinib (AC220),75.79248785833
16490,16-01061,Quizartinib - JQ1,227.328924525565
16491,16-01061,Quizartinib - Palbociclib,29.8536527007342
16492,16-01061,Quizartinib - Panobinostat,220.024151951428
16493,16-01061,Quizartinib - Trametinib,72.4710395145547
16494,16-01061,Quizartinib - Venetoclax,104.044691608344
16495,16-01061,RAF265 (CHIR-265),149.382117978965
16496,16-01061,Rapamycin,212.08092081863
16497,16-01061,Regorafenib (BAY 73-4506),228.345476368261
16498,16-01061,Roscovitine (CYC-202),270.848058847188
16499,16-01061,Ruxolitinib (INCB018424),251.789820935475
16500,16-01061,Ruxolitinib - JQ1,32.5736461942449
16501,16-01061,Ruxolitinib - Palbociclib,16.5966909996018
16502,16-01061,Ruxolitinib - Panobinostat,70.831557303217
16503,16-01061,Ruxolitinib - Venetoclax,118.637473435636
16504,16-01061,S31-201,260.690652815825
16505,16-01061,SB-431542,266.099228362569
16506,16-01061,SGX-523,278.621755471669
16507,16-01061,SNS-032 (BMS-387032),61.8509343421137
16508,16-01061,SR9011,241.815751513409
16509,16-01061,STO609,214.852021429621
16510,16-01061,SU11274,190.251768791547
16511,16-01061,Saracatinib (AZD0530),227.933244128595
16512,16-01061,Selinexor,96.979348293174
16513,16-01061,Selumetinib (AZD6244),206.78471435254
16515,16-01061,Sorafenib - Entospletinib (GS-9973),244.988349064767
16516,16-01061,Sorafenib - JQ1,68.0211697039712
16517,16-01061,Sorafenib - Palbociclib,50.9631291263013
16518,16-01061,Sorafenib - Panobinostat,75.6858300322741
16519,16-01061,Sorafenib - Venetoclax,39.3471461616084
16521,16-01061,TG100-115,272.272781366275
16522,16-01061,Tivozanib (AV-951),208.685175546462
16523,16-01061,Tofacitinib (CP-690550),261.301081164147
16524,16-01061,Tozasertib (VX-680),197.799210163175
16525,16-01061,Trametinib (GSK1120212),119.707374973972
16526,16-01061,Trametinib - JQ1,169.938810867171
16527,16-01061,Trametinib - Palbociclib,70.5314848735528
16528,16-01061,Trametinib - Panobinostat,208.499639792904
16529,16-01061,Trametinib - Venetoclax,48.0459280290526
16530,16-01061,VX-745,155.388171067335
16531,16-01061,Vandetanib (ZD6474),210.611266520589
16532,16-01061,Vandetanib - Vemurafenib,56.9043821727897
16533,16-01061,Vargetef,168.225758570793
16534,16-01061,Vatalanib (PTK787),267.269143149751
16535,16-01061,Vemurafenib (PLX-4032),274.980291757118
16536,16-01061,Venetoclax,66.0205985614134
16537,16-01061,Venetoclax - Artemisinin,54.9205979190411
16538,16-01061,Venetoclax - Ibrutinib,37.7023734864158
16539,16-01061,Venetoclax - JQ1,44.9326380755865
16540,16-01061,Venetoclax - Palbociclib,58.7057098758631
16541,16-01061,Venetoclax - Panobinostat,12.5035440067875
16542,16-01061,Vismodegib (GDC-0449),285.999450502999
16543,16-01061,Volasertib (BI-6727),190.248060138656
16544,16-01061,XAV-939,271.528325212451
16545,16-01061,YM-155,282.388211601552
16546,16-01098,17-AAG (Tanespimycin),110.336026239792
16547,16-01098,A-674563,77.5106144919668
16548,16-01098,AGI-5198,255.960092721648
16549,16-01098,AGI-6780,269.826581316756
16550,16-01098,AT7519,98.823113665725
16551,16-01098,AZD1152-HQPA (AZD2811),191.610632395083
16552,16-01098,AZD1480,199.70192647494
16553,16-01098,Afatinib (BIBW-2992),135.439259454884
16554,16-01098,Alisertib (MLN8237),223.320507248369
16555,16-01098,Alisertib - Crizotinib,60.6942153370924
16556,16-01098,Arsenic Trioxide,286.327943276273
16557,16-01098,Artemisinin,273.737420637334
16558,16-01098,Axitinib (AG-013736),194.659295762532
16559,16-01098,Azacytidine,265.571528680709
16560,16-01098,BEZ235,171.316694675372
16561,16-01098,BMS-345541,235.449902618126
16562,16-01098,Bay 11-7085,262.443606385402
16563,16-01098,Bortezomib (Velcade),154.840526893074
16564,16-01098,Bosutinib (SKI-606),226.758718538238
16565,16-01098,CHIR-99021,272.858109572923
16566,16-01098,CI-1040 (PD184352),196.794951154456
16567,16-01098,CYT387,117.454784253659
16568,16-01098,Cabozantinib,91.6605492582231
16569,16-01098,Cabozantinib - Ruxolitinib,160.503299518288
16570,16-01098,Canertinib (CI-1033),184.182211885772
16571,16-01098,Cediranib (AZD2171),259.685653913692
16573,16-01098,Crizotinib (PF-2341066),176.938293735693
16574,16-01098,Cytarabine,186.562893435061
16575,16-01098,Cytarabine - Nutlin 3a,69.6598832374351
16576,16-01098,DBZ,243.416243217939
16578,16-01098,Dasatinib - Venetoclax,61.6658801697771
16579,16-01098,Doramapimod (BIRB 796),170.434508424592
16580,16-01098,Doramapimod - JQ1,62.7755085446786
16581,16-01098,Doramapimod - Palbociclib,68.8959119612689
16582,16-01098,Doramapimod - Panobinostat,100.261836474537
16583,16-01098,Doramapimod - Venetoclax,118.418476666966
16584,16-01098,Dovitinib (CHIR-258),73.3488389567936
16585,16-01098,Elesclomol,28.2491015606452
16586,16-01098,Entospletinib (GS-9973),188.456256180196
16587,16-01098,Entrectinib,85.1636385357654
16588,16-01098,Erlotinib,180.311796328154
16589,16-01098,Flavopiridol,110.495670795429
16590,16-01098,Foretinib (XL880),59.2500761421991
16591,16-01098,GDC-0879,271.244506752579
16592,16-01098,GDC-0941,125.188758894864
16593,16-01098,GSK-1838705A,189.460318245823
16594,16-01098,GSK-1904529A,276.403785972103
16595,16-01098,GSK690693,226.380946662959
16596,16-01098,GW-2580,204.169485257946
16597,16-01098,Gefitinib,200.603497210416
16598,16-01098,Gilteritinib,110.714722919922
16599,16-01098,H-89,162.785950349812
16600,16-01098,INK-128,109.86714563889
16601,16-01098,Ibrutinib (PCI-32765),182.335506170326
16602,16-01098,Ibrutinib - Quizartinib,186.318109902148
16603,16-01098,Idelalisib,213.676892928898
16604,16-01098,Idelalisib - JQ1,165.765110330795
16605,16-01098,Idelalisib - Palbociclib,101.900520536878
16606,16-01098,Idelalisib - Panobinostat,20.4558108604951
16607,16-01098,Idelalisib - Ruxolitinib,0.270235498838784
16608,16-01098,Idelalisib - Trametinib,60.4737145320695
16609,16-01098,Idelalisib - Venetoclax,111.636982555575
16610,16-01098,Imatinib,233.892249103517
16611,16-01098,JAK Inhibitor I,132.937001933673
16612,16-01098,JNJ-28312141,60.1825114648499
16613,16-01098,JNJ-38877605,265.771551134356
16614,16-01098,JNJ-7706621,217.520685590397
16615,16-01098,JQ1,198.366149582807
16616,16-01098,JQ1 - Palbociclib,130.571927735027
16617,16-01098,JQ1 - Panobinostat,166.990765629188
16618,16-01098,KI20227,178.365530524252
16619,16-01098,KU-55933,234.426416874479
16620,16-01098,KW-2449,98.9788721699448
16621,16-01098,LY-333531,176.519443190336
16622,16-01098,Lapatinib,224.578660508517
16623,16-01098,Lenalidomide,216.511703352885
16624,16-01098,Lenvatinib,144.573827894159
16625,16-01098,Linifanib (ABT-869),117.485738344398
16626,16-01098,Lovastatin,161.336832796474
16627,16-01098,MGCD-265,138.556015243017
16628,16-01098,MK-2206,179.412822373588
16629,16-01098,MLN120B,246.309326727272
16630,16-01098,MLN8054,236.751746332014
16631,16-01098,Masitinib (AB-1010),198.266662201655
16632,16-01098,Midostaurin,103.609571349621
16633,16-01098,Motesanib (AMG-706),212.587225216233
16634,16-01098,NF-kB Activation Inhibitor,134.431011615201
16635,16-01098,NVP-ADW742,175.846596623632
16636,16-01098,NVP-TAE684,138.033183101047
16637,16-01098,Neratinib (HKI-272),133.949364918705
16638,16-01098,Nutlin 3a,219.516675292421
16639,16-01098,OTX-015,210.242107452523
16640,16-01098,PD173955,143.967769058458
16641,16-01098,PHA-665752,146.159120162708
16642,16-01098,PHT-427,282.566567606994
16643,16-01098,PI-103,123.507673139628
16644,16-01098,PP242,93.8494611677871
16645,16-01098,PRT062607,183.292120447534
16646,16-01098,Palbociclib,224.187004003789
16647,16-01098,Panobinostat,93.1636203594308
16648,16-01098,Panobinostat - Palbociclib,64.6502095103859
16649,16-01098,Pazopanib (GW786034),170.637780634486
16650,16-01098,Pelitinib (EKB-569),110.041067243392
16651,16-01098,Ponatinib (AP24534),33.6468789151895
16652,16-01098,Quizartinib (AC220),60.4001812434222
16653,16-01098,Quizartinib - JQ1,181.912760923357
16654,16-01098,Quizartinib - Palbociclib,0.870924069185087
16655,16-01098,Quizartinib - Panobinostat,150.617668465855
16656,16-01098,Quizartinib - Trametinib,21.180414143724
16657,16-01098,Quizartinib - Venetoclax,74.5769541670295
16658,16-01098,RAF265 (CHIR-265),67.2846239789383
16659,16-01098,Rapamycin,213.168701626109
16660,16-01098,Regorafenib (BAY 73-4506),146.842990952837
16661,16-01098,Roscovitine (CYC-202),240.95569050785
16662,16-01098,Ruxolitinib (INCB018424),250.95900934692
16663,16-01098,Ruxolitinib - JQ1,48.5697554356554
16664,16-01098,Ruxolitinib - Palbociclib,2.29298111997736
16665,16-01098,Ruxolitinib - Panobinostat,65.1252990384995
16666,16-01098,Ruxolitinib - Venetoclax,135.304013763024
16667,16-01098,S31-201,238.181742154861
16668,16-01098,SB-431542,262.088136501379
16669,16-01098,SGX-523,255.278698457588
16670,16-01098,SNS-032 (BMS-387032),56.6893285645922
16671,16-01098,SR9011,226.484683555384
16672,16-01098,STO609,258.353642218285
16673,16-01098,SU11274,155.643881924496
16674,16-01098,Saracatinib (AZD0530),218.257801699772
16675,16-01098,Selinexor,83.1800423928237
16676,16-01098,Selumetinib (AZD6244),231.424615685024
16677,16-01098,Sorafenib,88.2705577972797
16678,16-01098,Sorafenib - Entospletinib (GS-9973),173.097279519854
16679,16-01098,Sorafenib - JQ1,41.351535867741
16680,16-01098,Sorafenib - Palbociclib,15.6853792883747
16681,16-01098,Sorafenib - Panobinostat,43.3039792195289
16682,16-01098,Sorafenib - Venetoclax,47.1568136400328
16683,16-01098,Sunitinib,142.946025033026
16684,16-01098,TG100-115,271.093255564865
16685,16-01098,Tivozanib (AV-951),146.415279310043
16686,16-01098,Tofacitinib (CP-690550),246.173363241579
16687,16-01098,Tozasertib (VX-680),161.404990412614
16688,16-01098,Trametinib (GSK1120212),139.285057269652
16689,16-01098,Trametinib - JQ1,94.7524590637076
16690,16-01098,Trametinib - Palbociclib,37.4821793715309
16691,16-01098,Trametinib - Panobinostat,211.088331263316
16692,16-01098,Trametinib - Venetoclax,9.23263297442379
16693,16-01098,VX-745,165.27368187479
16694,16-01098,Vandetanib (ZD6474),164.006629405421
16695,16-01098,Vandetanib - Vemurafenib,10.0082617630666
16696,16-01098,Vargetef,107.549601836089
16697,16-01098,Vatalanib (PTK787),217.130564628456
16698,16-01098,Vemurafenib (PLX-4032),229.751204683217
16699,16-01098,Venetoclax,44.7048924276729
16700,16-01098,Venetoclax - Artemisinin,19.4403205241591
16701,16-01098,Venetoclax - Ibrutinib,17.8533172604353
16702,16-01098,Venetoclax - JQ1,63.1755603473201
16703,16-01098,Venetoclax - Palbociclib,37.0260927209662
16704,16-01098,Venetoclax - Panobinostat,25.0934455557654
16705,16-01098,Vismodegib (GDC-0449),276.619332446891
16706,16-01098,Volasertib (BI-6727),156.77611857749
16707,16-01098,XAV-939,248.099546915824
16708,16-01098,YM-155,221.465642386751
16709,16-01100,17-AAG (Tanespimycin),159.386987772219
16710,16-01100,A-674563,190.783994632436
16711,16-01100,AGI-5198,218.291135908371
16712,16-01100,AGI-6780,208.90506434275
16713,16-01100,AT7519,132.570840676557
16714,16-01100,AZD1152-HQPA (AZD2811),187.603335592586
16715,16-01100,AZD1480,238.120682367176
16716,16-01100,Afatinib (BIBW-2992),212.700196387238
16717,16-01100,Alisertib (MLN8237),260.616835646051
16718,16-01100,Alisertib - Crizotinib,102.530555443625
16719,16-01100,Arsenic Trioxide,286.327943276273
16720,16-01100,Artemisinin,256.307561359273
16721,16-01100,Axitinib (AG-013736),206.230566518109
16722,16-01100,Azacytidine,202.177447835295
16723,16-01100,BEZ235,147.092228293344
16724,16-01100,BMS-345541,242.174221702516
16725,16-01100,Bay 11-7085,265.797878176862
16726,16-01100,Bortezomib (Velcade),178.247941243762
16727,16-01100,Bosutinib (SKI-606),231.967222088289
16728,16-01100,CHIR-99021,281.661475242309
16729,16-01100,CI-1040 (PD184352),181.261638530807
16730,16-01100,CYT387,168.413561244437
16731,16-01100,Cabozantinib,156.993123157502
16732,16-01100,Cabozantinib - Ruxolitinib,99.4780964577493
16733,16-01100,Canertinib (CI-1033),202.512670207067
16734,16-01100,Cediranib (AZD2171),286.327943276273
16736,16-01100,Crizotinib (PF-2341066),192.353337318871
16737,16-01100,Cytarabine,202.430890022052
16738,16-01100,Cytarabine - Nutlin 3a,132.93336916425
16739,16-01100,DBZ,248.602157690197
16741,16-01100,Dasatinib - Venetoclax,112.0648517922
16742,16-01100,Doramapimod (BIRB 796),170.064523197707
16743,16-01100,Doramapimod - JQ1,158.230371484119
16744,16-01100,Doramapimod - Palbociclib,167.622882792887
16745,16-01100,Doramapimod - Panobinostat,95.6852840366942
16746,16-01100,Doramapimod - Venetoclax,127.257244276493
16747,16-01100,Dovitinib (CHIR-258),223.978295471823
16748,16-01100,Elesclomol,2.16560362844136
16749,16-01100,Entospletinib (GS-9973),97.2322567891003
16750,16-01100,Entrectinib,169.622137435682
16751,16-01100,Erlotinib,257.335200892305
16752,16-01100,Foretinib (XL880),120.177676161347
16753,16-01100,GDC-0879,286.327943276273
16754,16-01100,GSK-1838705A,162.892655236225
16755,16-01100,GSK-1904529A,255.97521212986
16756,16-01100,GSK690693,264.192376337896
16757,16-01100,GW-2580,198.572854267308
16758,16-01100,Gefitinib,210.242567795486
16759,16-01100,Gilteritinib,192.078620768854
16760,16-01100,H-89,257.34694934582
16761,16-01100,INK-128,230.712331704379
16762,16-01100,Ibrutinib (PCI-32765),191.842718961521
16763,16-01100,Ibrutinib - Quizartinib,140.228040169093
16764,16-01100,Idelalisib,208.016493823257
16765,16-01100,Idelalisib - JQ1,153.537829479689
16766,16-01100,Idelalisib - Palbociclib,109.123788936526
16767,16-01100,Idelalisib - Panobinostat,110.908449203556
16768,16-01100,Idelalisib - Quizartinib,136.257277492645
16769,16-01100,Idelalisib - Ruxolitinib,22.8780349093475
16770,16-01100,Idelalisib - Trametinib,62.3712337402388
16771,16-01100,Idelalisib - Venetoclax,206.246226013797
16772,16-01100,Imatinib,246.517813242338
16773,16-01100,JAK Inhibitor I,204.546790835625
16774,16-01100,JNJ-28312141,112.183336393045
16775,16-01100,JNJ-38877605,231.435618682779
16776,16-01100,JNJ-7706621,273.988367507237
16777,16-01100,JQ1,221.162260960743
16778,16-01100,JQ1 - Palbociclib,164.379415155909
16779,16-01100,JQ1 - Panobinostat,223.725030953101
16780,16-01100,KI20227,178.144029990058
16781,16-01100,KU-55933,236.602490066079
16782,16-01100,KW-2449,198.819697795025
16783,16-01100,LY-333531,213.358650224093
16785,16-01100,Lenalidomide,275.593915470974
16786,16-01100,Lenvatinib,169.986261032449
16787,16-01100,Linifanib (ABT-869),177.909587150321
16788,16-01100,Lovastatin,174.425938864635
16789,16-01100,MGCD-265,263.870873380268
16790,16-01100,MK-2206,281.533546535703
16791,16-01100,MLN120B,251.074670723291
16792,16-01100,MLN8054,235.644581428951
16793,16-01100,Masitinib (AB-1010),178.78681344696
16794,16-01100,Midostaurin,197.519673059268
16795,16-01100,Motesanib (AMG-706),286.327943276273
16796,16-01100,NF-kB Activation Inhibitor,257.926056740154
16797,16-01100,NVP-ADW742,244.107502311942
16798,16-01100,NVP-TAE684,181.05155147699
16799,16-01100,Neratinib (HKI-272),169.738226513703
16801,16-01100,Nutlin 3a,285.780680035652
16802,16-01100,OTX-015,223.45084706151
16803,16-01100,PD173955,181.397880538267
16804,16-01100,PHA-665752,221.635411138091
16805,16-01100,PHT-427,286.327943276273
16806,16-01100,PI-103,104.263018704278
16807,16-01100,PP242,145.204182755037
16808,16-01100,PRT062607,226.065444017948
16809,16-01100,Palbociclib,263.981665893233
16810,16-01100,Panobinostat,115.931347503932
16811,16-01100,Panobinostat - Palbociclib,229.517293206063
16812,16-01100,Pazopanib (GW786034),217.149574252696
16813,16-01100,Pelitinib (EKB-569),139.991893898448
16816,16-01100,Quizartinib - JQ1,196.046252275919
16817,16-01100,Quizartinib - Palbociclib,59.1961520395187
16818,16-01100,Quizartinib - Panobinostat,147.935035579261
16819,16-01100,Quizartinib - Trametinib,94.2900457480483
16820,16-01100,Quizartinib - Venetoclax,210.078177242265
16821,16-01100,Rapamycin,168.694679131426
16822,16-01100,Regorafenib (BAY 73-4506),175.329590976776
16823,16-01100,Roscovitine (CYC-202),283.688810043157
16824,16-01100,Ruxolitinib - JQ1,120.93162301971
16825,16-01100,Ruxolitinib - Palbociclib,20.170608545333
16826,16-01100,Ruxolitinib - Panobinostat,117.644945498964
16827,16-01100,Ruxolitinib - Venetoclax,136.004371393831
16828,16-01100,S31-201,161.534645408184
16829,16-01100,SB-431542,256.32544663045
16830,16-01100,SGX-523,266.287476445814
16831,16-01100,SR9011,282.452066935305
16832,16-01100,STO609,268.977599356241
16833,16-01100,SU11274,199.551621958319
16834,16-01100,Saracatinib (AZD0530),167.376054515516
16835,16-01100,Selinexor,99.7031413615302
16836,16-01100,Selumetinib (AZD6244),220.805099924996
16838,16-01100,Sorafenib - Entospletinib (GS-9973),174.50474376268
16839,16-01100,Sorafenib - JQ1,104.33745775041
16840,16-01100,Sorafenib - Palbociclib,134.643940056058
16841,16-01100,Sorafenib - Panobinostat,142.322252019004
16842,16-01100,Sorafenib - Venetoclax,80.1733877632961
16843,16-01100,Sunitinib,225.979883293843
16844,16-01100,TG100-115,275.027625218645
16845,16-01100,Tivozanib (AV-951),185.332525125819
16846,16-01100,Tofacitinib (CP-690550),259.132145450412
16847,16-01100,Tozasertib (VX-680),217.462693761884
16848,16-01100,Trametinib (GSK1120212),203.251647216229
16849,16-01100,Trametinib - JQ1,195.134011012533
16850,16-01100,Trametinib - Palbociclib,87.4899470205165
16851,16-01100,Trametinib - Panobinostat,232.368256740666
16852,16-01100,Trametinib - Venetoclax,97.8972312382835
16853,16-01100,VX-745,204.654879167694
16854,16-01100,Vandetanib (ZD6474),197.949885188274
16855,16-01100,Vandetanib - Vemurafenib,90.0572869329901
16856,16-01100,Vargetef,242.615320816376
16857,16-01100,Vatalanib (PTK787),255.737995325165
16858,16-01100,Vemurafenib (PLX-4032),243.622773215029
16859,16-01100,Venetoclax,179.457465092845
16860,16-01100,Venetoclax - Artemisinin,131.654380082166
16861,16-01100,Venetoclax - Ibrutinib,118.841063029438
16862,16-01100,Venetoclax - JQ1,110.810908093051
16863,16-01100,Venetoclax - Palbociclib,105.717214757677
16864,16-01100,Venetoclax - Panobinostat,81.641275782428
16865,16-01100,Vismodegib (GDC-0449),286.327943276273
16866,16-01100,Volasertib (BI-6727),192.560642567399
16867,16-01100,XAV-939,199.814217679549
16868,16-01100,YM-155,269.090668128215
16869,16-01102,17-AAG (Tanespimycin),248.692252011862
16870,16-01102,A-674563,171.054678699518
16871,16-01102,AGI-5198,248.269910246762
16872,16-01102,AGI-6780,236.240207515726
16873,16-01102,AT7519,138.51651138204
16874,16-01102,AZD1152-HQPA (AZD2811),202.327869466307
16875,16-01102,AZD1480,255.982391223668
16876,16-01102,Afatinib (BIBW-2992),187.27304334386
16877,16-01102,Alisertib (MLN8237),206.083302727508
16878,16-01102,Alisertib - Crizotinib,199.951747844294
16879,16-01102,Arsenic Trioxide,286.327943276273
16880,16-01102,Artemisinin,260.565361331538
16881,16-01102,Axitinib (AG-013736),242.702391851773
16882,16-01102,Azacytidine,253.040410893726
16883,16-01102,BEZ235,228.508151623548
16884,16-01102,BMS-345541,253.033303036006
16885,16-01102,Bay 11-7085,260.942439130347
16886,16-01102,Bortezomib (Velcade),193.036978230872
16887,16-01102,Bosutinib (SKI-606),274.406974814259
16888,16-01102,CHIR-99021,286.327943276273
16889,16-01102,CI-1040 (PD184352),232.003589023246
16890,16-01102,CYT387,217.269877474123
16891,16-01102,Cabozantinib,255.276750311677
16892,16-01102,Cabozantinib - Ruxolitinib,200.600249164026
16893,16-01102,Canertinib (CI-1033),223.694851547888
16894,16-01102,Cediranib (AZD2171),286.327943276273
16895,16-01102,Crenolanib,266.693767987288
16896,16-01102,Crizotinib (PF-2341066),227.247316371843
16897,16-01102,Cytarabine,244.647910259532
16898,16-01102,Cytarabine - Nutlin 3a,8.08597032154062e-09
16899,16-01102,DBZ,279.062563692116
16900,16-01102,Dasatinib,261.084246095475
16901,16-01102,Dasatinib - Venetoclax,17.6303005033552
16902,16-01102,Doramapimod (BIRB 796),216.163985907768
16903,16-01102,Doramapimod - JQ1,273.251505808706
16904,16-01102,Doramapimod - Palbociclib,8.08597032154062e-09
16905,16-01102,Doramapimod - Panobinostat,205.676552262093
16906,16-01102,Doramapimod - Venetoclax,210.199577757377
16907,16-01102,Dovitinib (CHIR-258),247.688825894665
16908,16-01102,Elesclomol,23.3033475615154
16909,16-01102,Entospletinib (GS-9973),231.626854784681
16910,16-01102,Entrectinib,207.228256281906
16911,16-01102,Erlotinib,273.335036715914
16912,16-01102,Flavopiridol,99.4774425483967
16913,16-01102,Foretinib (XL880),223.178962965994
16914,16-01102,GDC-0879,286.295548636061
16916,16-01102,GSK-1838705A,238.858231695165
16917,16-01102,GSK-1904529A,253.572688590992
16918,16-01102,GSK690693,279.572960053344
16919,16-01102,GW-2580,264.01236746562
16920,16-01102,Gefitinib,258.805537336657
16921,16-01102,Gilteritinib,211.097606662067
16922,16-01102,H-89,256.255464374951
16923,16-01102,INK-128,228.587953204624
16924,16-01102,Ibrutinib (PCI-32765),244.732421623812
16925,16-01102,Ibrutinib - Quizartinib,265.408615677074
16926,16-01102,Idelalisib,257.541820342981
16927,16-01102,Idelalisib - JQ1,285.851401035
16928,16-01102,Idelalisib - Palbociclib,270.083294948153
16929,16-01102,Idelalisib - Panobinostat,147.359811489015
16930,16-01102,Idelalisib - Quizartinib,60.2174271877839
16931,16-01102,Idelalisib - Ruxolitinib,253.78765428039
16932,16-01102,Idelalisib - Trametinib,16.4285211539905
16933,16-01102,Idelalisib - Venetoclax,220.87944770689
16934,16-01102,Imatinib,268.069084275273
16935,16-01102,JAK Inhibitor I,198.467282767084
16936,16-01102,JNJ-28312141,225.929131513806
16937,16-01102,JNJ-38877605,261.579750342792
16938,16-01102,JNJ-7706621,240.562869719319
16939,16-01102,JQ1,201.82975395329
16940,16-01102,JQ1 - Palbociclib,282.349138753068
16941,16-01102,JQ1 - Panobinostat,219.923793214338
16942,16-01102,KI20227,257.437164669832
16943,16-01102,KU-55933,268.1678277826
16944,16-01102,KW-2449,240.707522114093
16945,16-01102,LY-333531,253.444781264143
16946,16-01102,Lapatinib,257.630387825637
16947,16-01102,Lenalidomide,286.255562191648
16948,16-01102,Lenvatinib,225.311452777852
16949,16-01102,Linifanib (ABT-869),274.763114797266
16950,16-01102,Lovastatin,153.280161560492
16951,16-01102,MGCD-265,262.326809162626
16952,16-01102,MK-2206,283.726014440965
16953,16-01102,MLN120B,274.248462981783
16954,16-01102,MLN8054,209.461140081245
16955,16-01102,Masitinib (AB-1010),271.044019429727
16956,16-01102,Midostaurin,258.16286777226
16957,16-01102,Motesanib (AMG-706),286.327943276273
16958,16-01102,NF-kB Activation Inhibitor,277.561787268705
16959,16-01102,NVP-ADW742,239.837828531108
16960,16-01102,NVP-TAE684,249.081858135148
16961,16-01102,Neratinib (HKI-272),210.678842345185
16962,16-01102,Nilotinib,259.725138119177
16963,16-01102,Nutlin 3a,286.327943276273
16964,16-01102,OTX-015,194.399920978756
16965,16-01102,PD173955,222.944119154491
16966,16-01102,PHA-665752,279.014984632471
16967,16-01102,PHT-427,286.327943276273
16968,16-01102,PI-103,238.599436436388
16969,16-01102,PP242,187.5905327836
16970,16-01102,PRT062607,267.217928130704
16971,16-01102,Palbociclib,258.863040743617
16972,16-01102,Panobinostat,82.9014048236368
16973,16-01102,Pazopanib (GW786034),268.794843736422
16974,16-01102,Pelitinib (EKB-569),171.127275456409
16975,16-01102,Ponatinib (AP24534),162.217584012668
16976,16-01102,Quizartinib (AC220),240.698615103382
16977,16-01102,Quizartinib - JQ1,282.56711892775
16978,16-01102,Quizartinib - Palbociclib,71.8732260188731
16979,16-01102,Quizartinib - Panobinostat,259.399586859466
16980,16-01102,Quizartinib - Venetoclax,110.657379300837
16981,16-01102,RAF265 (CHIR-265),229.686697296782
16982,16-01102,Rapamycin,243.635305272508
16983,16-01102,Regorafenib (BAY 73-4506),251.69204332438
16984,16-01102,Roscovitine (CYC-202),269.039832281932
16985,16-01102,Ruxolitinib (INCB018424),239.376234503632
16986,16-01102,Ruxolitinib - JQ1,238.986856171982
16987,16-01102,Ruxolitinib - Palbociclib,8.08597032154062e-09
16988,16-01102,Ruxolitinib - Panobinostat,85.2485030561824
16989,16-01102,Ruxolitinib - Venetoclax,282.395906539873
16990,16-01102,S31-201,225.590353370128
16991,16-01102,SB-431542,252.724154531773
16992,16-01102,SGX-523,283.118958579006
16993,16-01102,SNS-032 (BMS-387032),79.5922475606975
16994,16-01102,SR9011,275.698888091993
16995,16-01102,STO609,284.20864742696
16996,16-01102,SU11274,267.020728623406
16997,16-01102,Saracatinib (AZD0530),248.541372495591
16998,16-01102,Selinexor,28.3279274295627
16999,16-01102,Selumetinib (AZD6244),286.327943276273
17000,16-01102,Sorafenib,267.713877529306
17001,16-01102,Sorafenib - Entospletinib (GS-9973),149.86032048263
17002,16-01102,Sorafenib - JQ1,174.965702499983
17003,16-01102,Sorafenib - Palbociclib,196.265812403943
17004,16-01102,Sorafenib - Panobinostat,283.480275771994
17005,16-01102,Sorafenib - Venetoclax,67.2315181951832
17006,16-01102,Sunitinib,268.713516995416
17007,16-01102,TG100-115,274.686549387904
17008,16-01102,Tivozanib (AV-951),257.037895362134
17009,16-01102,Tofacitinib (CP-690550),234.860530819689
17010,16-01102,Tozasertib (VX-680),225.98931470315
17011,16-01102,Trametinib (GSK1120212),261.44480156408
17012,16-01102,Trametinib - JQ1,218.04224495421
17013,16-01102,Trametinib - Palbociclib,64.2490544560325
17014,16-01102,Trametinib - Panobinostat,275.308035503296
17015,16-01102,VX-745,270.024078932787
17016,16-01102,Vandetanib (ZD6474),246.128414610384
17017,16-01102,Vandetanib - Vemurafenib,232.2598450424
17018,16-01102,Vargetef,244.50773669607
17019,16-01102,Vatalanib (PTK787),284.182273516177
17020,16-01102,Vemurafenib (PLX-4032),264.477078477276
17021,16-01102,Venetoclax,228.42280876954
17022,16-01102,Venetoclax - Artemisinin,206.275818908943
17023,16-01102,Venetoclax - Ibrutinib,205.278665909172
17024,16-01102,Venetoclax - JQ1,180.731101989522
17025,16-01102,Venetoclax - Palbociclib,16.0943891370384
17026,16-01102,Venetoclax - Panobinostat,15.263960614531
17027,16-01102,Vismodegib (GDC-0449),286.03294374896
17028,16-01102,Volasertib (BI-6727),155.714782448985
17029,16-01102,XAV-939,239.757034323221
17030,16-01102,YM-155,276.98678029008
17031,16-01109,17-AAG (Tanespimycin),147.43606902934
17032,16-01109,A-674563,124.262983710143
17033,16-01109,AGI-5198,234.864105859595
