,Argonne_ID,DepMap_ID,cell_line_name,stripped_cell_line_name,CCLE_Name,Manual_edit
1431,CCLE.SW1116,ACH-000489,SW1116,SW1116,SW1116_LARGE_INTESTINE,
1432,GDSC.SW1116,ACH-000489,SW1116,SW1116,SW1116_LARGE_INTESTINE,
1433,CTRP.SW1116,ACH-000489,SW1116,SW1116,SW1116_LARGE_INTESTINE,
1434,CCLE.SF767,ACH-000490,SF767,SF767,SF767_CENTRAL_NERVOUS_SYSTEM,
1435,CCLE.NCIH716,ACH-000491,NCI-H716,NCIH716,NCIH716_LARGE_INTESTINE,
1436,GDSC.NCI-H716,ACH-000491,NCI-H716,NCIH716,NCIH716_LARGE_INTESTINE,
1437,gCSI.NCI-H716,ACH-000491,NCI-H716,NCIH716,NCIH716_LARGE_INTESTINE,
1438,CTRP.NCI-H716,ACH-000491,NCI-H716,NCIH716,NCIH716_LARGE_INTESTINE,
1439,CCLE.SNU423,ACH-000493,SNU-423,SNU423,SNU423_LIVER,
1440,GDSC.SNU-423,ACH-000493,SNU-423,SNU423,SNU423_LIVER,
1441,gCSI.SNU-423,ACH-000493,SNU-423,SNU423,SNU423_LIVER,
1442,CTRP.SNU-423,ACH-000493,SNU-423,SNU423,SNU423_LIVER,
1443,CCLE.TUHR4TKB,ACH-000495,TUHR4TKB,TUHR4TKB,TUHR4TKB_KIDNEY,
1444,CTRP.TUHR4TKB,ACH-000495,TUHR4TKB,TUHR4TKB,TUHR4TKB_KIDNEY,
1445,CCLE.NCIH1792,ACH-000496,NCI-H1792,NCIH1792,NCIH1792_LUNG,
1446,GDSC.NCI-H1792,ACH-000496,NCI-H1792,NCIH1792,NCIH1792_LUNG,
1447,CTRP.NCI-H1792,ACH-000496,NCI-H1792,NCIH1792,NCIH1792_LUNG,
1448,CCLE.KO52,ACH-000498,KO52,KO52,KO52_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
1449,CCLE.EW8,ACH-000499,EW8,EW8,EW8_BONE,
1450,CCLE.SNU46,ACH-000500,SNU-46,SNU46,SNU46_UPPER_AERODIGESTIVE_TRACT,
1451,CTRP.SNU-46,ACH-000500,SNU-46,SNU46,SNU46_UPPER_AERODIGESTIVE_TRACT,
1452,CCLE.LS123,ACH-000501,LS123,LS123,LS123_LARGE_INTESTINE,
1453,GDSC.LS-123,ACH-000501,LS123,LS123,LS123_LARGE_INTESTINE,
1454,CTRP.LS-123,ACH-000501,LS123,LS123,LS123_LARGE_INTESTINE,
1455,CCLE.TCCPAN2,ACH-000502,TCC-PAN2,TCCPAN2,TCCPAN2_PANCREAS,
1456,CTRP.TCC-PAN2,ACH-000502,TCC-PAN2,TCCPAN2,TCCPAN2_PANCREAS,
1457,CCLE.BICR16,ACH-000503,BICR 16,BICR16,BICR16_UPPER_AERODIGESTIVE_TRACT,
1458,CTRP.BICR-16,ACH-000503,BICR 16,BICR16,BICR16_UPPER_AERODIGESTIVE_TRACT,
1459,NCI60.SNB-75,ACH-000504,SNB75,SNB75,SNB75_CENTRAL_NERVOUS_SYSTEM,
1460,CCLE.SNB75,ACH-000504,SNB75,SNB75,SNB75_CENTRAL_NERVOUS_SYSTEM,
1461,GDSC.SNB75,ACH-000504,SNB75,SNB75,SNB75_CENTRAL_NERVOUS_SYSTEM,
1462,CTRP.SNB75,ACH-000504,SNB75,SNB75,SNB75_CENTRAL_NERVOUS_SYSTEM,
1463,CCLE.RKN,ACH-000505,RKN,RKN,RKN_SOFT_TISSUE,
1464,GDSC.RKN,ACH-000505,RKN,RKN,RKN_SOFT_TISSUE,
1465,gCSI.RKN,ACH-000505,RKN,RKN,RKN_SOFT_TISSUE,
1466,CTRP.RKN,ACH-000505,RKN,RKN,RKN_SOFT_TISSUE,
1467,CCLE.NCIH146,ACH-000506,NCI-H146,NCIH146,NCIH146_LUNG,
1468,GDSC.NCI-H146,ACH-000506,NCI-H146,NCIH146,NCIH146_LUNG,
1469,CTRP.NCI-H146,ACH-000506,NCI-H146,NCIH146,NCIH146_LUNG,
1470,CCLE.KE39,ACH-000507,KE-39,KE39,KE39_STOMACH,
1471,gCSI.KE-39,ACH-000507,KE-39,KE39,KE39_STOMACH,
1472,CTRP.KE-39,ACH-000507,KE-39,KE39,KE39_STOMACH,
1473,CCLE.CORL88,ACH-000508,COR-L88,CORL88,CORL88_LUNG,
1474,GDSC.COR-L88,ACH-000508,COR-L88,CORL88,CORL88_LUNG,
1475,gCSI.COR-L88,ACH-000508,COR-L88,CORL88,CORL88_LUNG,
1476,CTRP.COR-L88,ACH-000508,COR-L88,CORL88,CORL88_LUNG,
1477,CCLE.HUT78,ACH-000509,HuT 78,HUT78,HUT78_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
1478,CTRP.HuT-78,ACH-000509,HuT 78,HUT78,HUT78_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
1479,CCLE.NCIH1299,ACH-000510,NCI-H1299,NCIH1299,NCIH1299_LUNG,
1480,GDSC.NCI-H1299,ACH-000510,NCI-H1299,NCIH1299,NCIH1299_LUNG,
1481,gCSI.NCI-H1299,ACH-000510,NCI-H1299,NCIH1299,NCIH1299_LUNG,
1482,CTRP.NCI-H1299,ACH-000510,NCI-H1299,NCIH1299,NCIH1299_LUNG,
1483,CCLE.CALU1,ACH-000511,Calu-1,CALU1,CALU1_LUNG,
1484,GDSC.Calu-1,ACH-000511,Calu-1,CALU1,CALU1_LUNG,
1485,CTRP.Calu-1,ACH-000511,Calu-1,CALU1,CALU1_LUNG,
1486,CCLE.INA-6-2,ACH-000512,,INA6,INA6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Yes
1487,CCLE.NCIH1092,ACH-000514,NCI-H1092,NCIH1092,NCIH1092_LUNG,
1488,GDSC.NCI-H1092,ACH-000514,NCI-H1092,NCIH1092,NCIH1092_LUNG,
1489,CTRP.NCI-H1092,ACH-000514,NCI-H1092,NCIH1092,NCIH1092_LUNG,
1490,CCLE.HCC33,ACH-000515,HCC-33,HCC33,HCC33_LUNG,
1491,GDSC.HCC-33,ACH-000515,HCC-33,HCC33,HCC33_LUNG,
1492,CTRP.HCC-33,ACH-000515,HCC-33,HCC33,HCC33_LUNG,
1493,CCLE.CAL78,ACH-000516,CAL-78,CAL78,CAL78_BONE,
1494,GDSC.CAL-78,ACH-000516,CAL-78,CAL78,CAL78_BONE,
1495,CTRP.CAL-78,ACH-000516,CAL-78,CAL78,CAL78_BONE,
1496,CCLE.SNU410,ACH-000517,SNU-410,SNU410,SNU410_PANCREAS,
1497,CTRP.SNU-410,ACH-000517,SNU-410,SNU410,SNU410_PANCREAS,
1498,CCLE.CAL33,ACH-000518,CAL-33,CAL33,CAL33_UPPER_AERODIGESTIVE_TRACT,
1499,GDSC.CAL-33,ACH-000518,CAL-33,CAL33,CAL33_UPPER_AERODIGESTIVE_TRACT,
1500,CTRP.CAL-33,ACH-000518,CAL-33,CAL33,CAL33_UPPER_AERODIGESTIVE_TRACT,
1501,CCLE.PEER,ACH-000519,PEER,PEER,PEER_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
1502,CTRP.PEER,ACH-000519,PEER,PEER,PEER_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
1503,CCLE.59M,ACH-000520,59M,59M,59M_OVARY,
1504,CCLE.NCIH2030,ACH-000521,NCI-H2030,NCIH2030,NCIH2030_LUNG,
1505,GDSC.NCI-H2030,ACH-000521,NCI-H2030,NCIH2030,NCIH2030_LUNG,
1506,CTRP.NCI-H2030,ACH-000521,NCI-H2030,NCIH2030,NCIH2030_LUNG,
1507,CCLE.UMUC3,ACH-000522,UM-UC-3,UMUC3,UMUC3_URINARY_TRACT,
1508,GDSC.UM-UC-3,ACH-000522,UM-UC-3,UMUC3,UMUC3_URINARY_TRACT,
1509,gCSI.UM-UC-3,ACH-000522,UM-UC-3,UMUC3,UMUC3_URINARY_TRACT,
1510,CTRP.UM-UC-3,ACH-000522,UM-UC-3,UMUC3,UMUC3_URINARY_TRACT,
1511,CCLE.KURAMOCHI,ACH-000524,KURAMOCHI,KURAMOCHI,KURAMOCHI_OVARY,
1512,GDSC.KURAMOCHI,ACH-000524,KURAMOCHI,KURAMOCHI,KURAMOCHI_OVARY,
1513,gCSI.KURAMOCHI,ACH-000524,KURAMOCHI,KURAMOCHI,KURAMOCHI_OVARY,
1514,CTRP.KURAMOCHI,ACH-000524,KURAMOCHI,KURAMOCHI,KURAMOCHI_OVARY,
1515,CCLE.NCIH2171,ACH-000525,NCI-H2171,NCIH2171,NCIH2171_LUNG,
1516,GDSC.NCI-H2171,ACH-000525,NCI-H2171,NCIH2171,NCIH2171_LUNG,
1517,gCSI.NCI-H2171,ACH-000525,NCI-H2171,NCIH2171,NCIH2171_LUNG,
1518,CTRP.NCI-H2171,ACH-000525,NCI-H2171,NCIH2171,NCIH2171_LUNG,
1519,CCLE.OVISE,ACH-000527,OVISE,OVISE,OVISE_OVARY,
1520,GDSC.OVISE,ACH-000527,OVISE,OVISE,OVISE_OVARY,
1521,CTRP.OVISE,ACH-000527,OVISE,OVISE,OVISE_OVARY,
1522,CCLE.ABC1,ACH-000528,ABC-1,ABC1,ABC1_LUNG,
1523,GDSC.ABC-1,ACH-000528,ABC-1,ABC1,ABC1_LUNG,
1524,gCSI.ABC-1,ACH-000528,ABC-1,ABC1,ABC1_LUNG,
1525,CCLE.DMS114,ACH-000530,DMS 114,DMS114,DMS114_LUNG,
1526,GDSC.DMS-114,ACH-000530,DMS 114,DMS114,DMS114_LUNG,
1527,CTRP.DMS-114,ACH-000530,DMS 114,DMS114,DMS114_LUNG,
1528,CCLE.SNU61,ACH-000532,SNU-61,SNU61,SNU61_LARGE_INTESTINE,
1529,GDSC.SNU-61,ACH-000532,SNU-61,SNU61,SNU61_LARGE_INTESTINE,
1530,CTRP.SNU-61,ACH-000532,SNU-61,SNU61,SNU61_LARGE_INTESTINE,
1531,CCLE.WSUDLCL2,ACH-000534,WSU-DLCL2,WSUDLCL2,WSUDLCL2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
1532,GDSC.WSU-DLCL2,ACH-000534,WSU-DLCL2,WSUDLCL2,WSUDLCL2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
1533,CTRP.WSU-DLCL2,ACH-000534,WSU-DLCL2,WSUDLCL2,WSUDLCL2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
1534,CCLE.BXPC3,ACH-000535,BxPC-3,BXPC3,BXPC3_PANCREAS,
1535,GDSC.BxPC-3,ACH-000535,BxPC-3,BXPC3,BXPC3_PANCREAS,
1536,gCSI.BXPC-3,ACH-000535,BxPC-3,BXPC3,BXPC3_PANCREAS,
1537,CTRP.BxPC-3,ACH-000535,BxPC-3,BXPC3,BXPC3_PANCREAS,
1538,CCLE.BT20,ACH-000536,BT-20,BT20,BT20_BREAST,
1539,GDSC.BT-20,ACH-000536,BT-20,BT20,BT20_BREAST,
1540,gCSI.BT-20,ACH-000536,BT-20,BT20,BT20_BREAST,
1541,CTRP.BT-20,ACH-000536,BT-20,BT20,BT20_BREAST,
1542,CCLE.SNU761,ACH-000537,SNU-761,SNU761,SNU761_LIVER,
1543,CTRP.SNU-761,ACH-000537,SNU-761,SNU761,SNU761_LIVER,
1544,CCLE.HUTU80,ACH-000538,HUTU80,HUTU80,HUTU80_SMALL_INTESTINE,
1545,GDSC.HUTU-80,ACH-000538,HUTU80,HUTU80,HUTU80_SMALL_INTESTINE,
1546,CCLE.HS618T,ACH-000539,Hs 618.T,HS618T,HS618T_FIBROBLAST,
1547,CCLE.HS606T,ACH-000540,Hs 606.T,HS606T,HS606T_FIBROBLAST,
1548,CCLE.KMS34,ACH-000541,KMS-34,KMS34,KMS34_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
1549,gCSI.KMS-34,ACH-000541,KMS-34,KMS34,KMS34_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
1550,CTRP.KMS-34,ACH-000541,KMS-34,KMS34,KMS34_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
1551,CCLE.HEYA8,ACH-000542,Hey-A8,HEYA8,HEYA8_OVARY,
1552,CTRP.Hey-A8,ACH-000542,Hey-A8,HEYA8,HEYA8_OVARY,
1553,CCLE.SNU489,ACH-000543,SNU-489,SNU489,SNU489_CENTRAL_NERVOUS_SYSTEM,
1554,CTRP.SNU-489,ACH-000543,SNU-489,SNU489,SNU489_CENTRAL_NERVOUS_SYSTEM,
1555,CCLE.OE21,ACH-000544,OE21,OE21,OE21_OESOPHAGUS,
1556,GDSC.OE21,ACH-000544,OE21,OE21,OE21_OESOPHAGUS,
1557,gCSI.OE21,ACH-000544,OE21,OE21,OE21_OESOPHAGUS,
1558,CTRP.OE21,ACH-000544,OE21,OE21,OE21_OESOPHAGUS,
1559,CCLE.VMCUB1,ACH-000545,VM-CUB1,VMCUB1,VMCUB1_URINARY_TRACT,
1560,GDSC.VM-CUB-1,ACH-000545,VM-CUB1,VMCUB1,VMCUB1_URINARY_TRACT,
1561,CTRP.VM-CUB-1,ACH-000545,VM-CUB1,VMCUB1,VMCUB1_URINARY_TRACT,
1562,CCLE.HSC4,ACH-000546,HSC-4,HSC4,HSC4_UPPER_AERODIGESTIVE_TRACT,
1563,GDSC.HSC-4,ACH-000546,HSC-4,HSC4,HSC4_UPPER_AERODIGESTIVE_TRACT,
1564,CTRP.HSC-4,ACH-000546,HSC-4,HSC4,HSC4_UPPER_AERODIGESTIVE_TRACT,
1565,CCLE.HT1197,ACH-000547,HT-1197,HT1197,HT1197_URINARY_TRACT,
1566,GDSC.HT-1197,ACH-000547,HT-1197,HT1197,HT1197_URINARY_TRACT,
1567,CTRP.HT-1197,ACH-000547,HT-1197,HT1197,HT1197_URINARY_TRACT,
1568,CCLE.BHY,ACH-000548,BHY,BHY,BHY_UPPER_AERODIGESTIVE_TRACT,
1569,GDSC.BHY,ACH-000548,BHY,BHY,BHY_UPPER_AERODIGESTIVE_TRACT,
1570,gCSI.BHY,ACH-000548,BHY,BHY,BHY_UPPER_AERODIGESTIVE_TRACT,
1571,CTRP.BHY,ACH-000548,BHY,BHY,BHY_UPPER_AERODIGESTIVE_TRACT,
1572,CCLE.SNU1076,ACH-000549,SNU-1076,SNU1076,SNU1076_UPPER_AERODIGESTIVE_TRACT,
1573,CTRP.SNU-1076,ACH-000549,SNU-1076,SNU1076,SNU1076_UPPER_AERODIGESTIVE_TRACT,
1574,CCLE.IGR39,ACH-000550,IGR-39,IGR39,IGR39_SKIN,
1575,gCSI.IGR-39,ACH-000550,IGR-39,IGR39,IGR39_SKIN,
1576,CTRP.IGR-39,ACH-000550,IGR-39,IGR39,IGR39_SKIN,
1577,NCI60.K-562,ACH-000551,K-562,K562,K562_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
1578,CCLE.K562,ACH-000551,K-562,K562,K562_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
1579,GDSC.K-562,ACH-000551,K-562,K562,K562_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
1580,gCSI.K-562,ACH-000551,K-562,K562,K562_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
1581,CTRP.K-562,ACH-000551,K-562,K562,K562_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
1582,NCI60.HT29,ACH-000552,HT-29,HT29,HT29_LARGE_INTESTINE,
1583,CCLE.HT29,ACH-000552,HT-29,HT29,HT29_LARGE_INTESTINE,
1584,GDSC.HT-29,ACH-000552,HT-29,HT29,HT29_LARGE_INTESTINE,
1585,gCSI.HT-29,ACH-000552,HT-29,HT29,HT29_LARGE_INTESTINE,
1586,CTRP.HT-29,ACH-000552,HT-29,HT29,HT29_LARGE_INTESTINE,
1587,CCLE.UACC893,ACH-000554,UACC-893,UACC893,UACC893_BREAST,
1588,GDSC.UACC-893,ACH-000554,UACC-893,UACC893,UACC893_BREAST,
1589,NCI60.A498,ACH-000555,A-498,A498,A498_KIDNEY,
1590,CCLE.A498,ACH-000555,A-498,A498,A498_KIDNEY,
1591,GDSC.A498,ACH-000555,A-498,A498,A498_KIDNEY,
1592,gCSI.A498,ACH-000555,A-498,A498,A498_KIDNEY,
1593,CTRP.A498,ACH-000555,A-498,A498,A498_KIDNEY,
1594,CCLE.SiHa,ACH-000556,SIHA,SIHA,SIHA_CERVIX,
1595,GDSC.SiHa,ACH-000556,SIHA,SIHA,SIHA_CERVIX,
1596,gCSI.SIHA,ACH-000556,SIHA,SIHA,SIHA_CERVIX,
1597,CCLE.AML193,ACH-000557,AML-193,AML193,AML193_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
1598,CTRP.AML-193,ACH-000557,AML-193,AML193,AML193_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
1599,CCLE.A172,ACH-000558,A-172,A172,A172_CENTRAL_NERVOUS_SYSTEM,
1600,GDSC.A172,ACH-000558,A-172,A172,A172_CENTRAL_NERVOUS_SYSTEM,
1601,gCSI.A172,ACH-000558,A-172,A172,A172_CENTRAL_NERVOUS_SYSTEM,
1602,CTRP.A172,ACH-000558,A-172,A172,A172_CENTRAL_NERVOUS_SYSTEM,
1603,CCLE.NCIH1836,ACH-000559,NCI-H1836,NCIH1836,NCIH1836_LUNG,
1604,GDSC.NCI-H1836,ACH-000559,NCI-H1836,NCIH1836,NCIH1836_LUNG,
1605,CCLE.ECC10,ACH-000560,ECC10,ECC10,ECC10_STOMACH,
1606,GDSC.ECC10,ACH-000560,ECC10,ECC10,ECC10_STOMACH,
1607,CTRP.ECC10,ACH-000560,ECC10,ECC10,ECC10_STOMACH,
1608,CCLE.HCC78,ACH-000562,HCC-78,HCC78,HCC78_LUNG,
1609,GDSC.HCC-78,ACH-000562,HCC-78,HCC78,HCC78_LUNG,
1610,gCSI.HCC-78,ACH-000562,HCC-78,HCC78,HCC78_LUNG,
1611,CTRP.HCC-78,ACH-000562,HCC-78,HCC78,HCC78_LUNG,
1612,CCLE.EBC1,ACH-000563,EBC-1,EBC1,EBC1_LUNG,
1613,GDSC.EBC-1,ACH-000563,EBC-1,EBC1,EBC1_LUNG,
1614,CTRP.EBC-1,ACH-000563,EBC-1,EBC1,EBC1_LUNG,
1615,CCLE.RCM1,ACH-000565,RCM-1,RCM1,RCM1_LARGE_INTESTINE,
1616,GDSC.RCM-1,ACH-000565,RCM-1,RCM1,RCM1_LARGE_INTESTINE,
1617,gCSI.RCM-1,ACH-000565,RCM-1,RCM1,RCM1_LARGE_INTESTINE,
1618,CTRP.RCM-1,ACH-000565,RCM-1,RCM1,RCM1_LARGE_INTESTINE,
1619,CCLE.SW1710,ACH-000566,SW-1710,SW1710,SW1710_URINARY_TRACT,
1620,GDSC.SW1710,ACH-000566,SW-1710,SW1710,SW1710_URINARY_TRACT,
1621,CTRP.SW1710,ACH-000566,SW-1710,SW1710,SW1710_URINARY_TRACT,
1622,CCLE.ST486,ACH-000567,ST486,ST486,ST486_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
1623,GDSC.ST486,ACH-000567,ST486,ST486,ST486_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
1624,CTRP.ST486,ACH-000567,ST486,ST486,ST486_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
1625,CCLE.UACC812,ACH-000568,UACC-812,UACC812,UACC812_BREAST,
1626,GDSC.UACC-812,ACH-000568,UACC-812,UACC812,UACC812_BREAST,
1627,CTRP.UACC-812,ACH-000568,UACC-812,UACC812,UACC812_BREAST,
1628,CCLE.ISTMES1,ACH-000569,IST-MES1,ISTMES1,ISTMES1_PLEURA,
1629,GDSC.IST-MES1,ACH-000569,IST-MES1,ISTMES1,ISTMES1_PLEURA,
1630,CTRP.IST-MES1,ACH-000569,IST-MES1,ISTMES1,ISTMES1_PLEURA,
1631,CCLE.YKG1,ACH-000570,YKG1,YKG1,YKG1_CENTRAL_NERVOUS_SYSTEM,
1632,GDSC.YKG-1,ACH-000570,YKG1,YKG1,YKG1_CENTRAL_NERVOUS_SYSTEM,
1633,CTRP.YKG-1,ACH-000570,YKG1,YKG1,YKG1_CENTRAL_NERVOUS_SYSTEM,
1634,CCLE.T98G,ACH-000571,T98G,T98G,T98G_CENTRAL_NERVOUS_SYSTEM,
1635,GDSC.T98G,ACH-000571,T98G,T98G,T98G_CENTRAL_NERVOUS_SYSTEM,
1636,gCSI.T98G,ACH-000571,T98G,T98G,T98G_CENTRAL_NERVOUS_SYSTEM,
1637,CTRP.T98G,ACH-000571,T98G,T98G,T98G_CENTRAL_NERVOUS_SYSTEM,
1638,CCLE.G361,ACH-000572,G-361,G361,G361_SKIN,
1639,GDSC.G-361,ACH-000572,G-361,G361,G361_SKIN,
1640,gCSI.G-361,ACH-000572,G-361,G361,G361_SKIN,
1641,CTRP.G-361,ACH-000572,G-361,G361,G361_SKIN,
1642,CCLE.MDAMB436,ACH-000573,MDA-MB-436,MDAMB436,MDAMB436_BREAST,
1643,GDSC.MDA-MB-436,ACH-000573,MDA-MB-436,MDAMB436,MDAMB436_BREAST,
1644,gCSI.MDA-MB-436,ACH-000573,MDA-MB-436,MDAMB436,MDAMB436_BREAST,
1645,CCLE.FUOV1,ACH-000574,FU-OV-1,FUOV1,FUOV1_OVARY,
1646,GDSC.FU-OV-1,ACH-000574,FU-OV-1,FUOV1,FUOV1_OVARY,
1647,CTRP.FU-OV-1,ACH-000574,FU-OV-1,FUOV1,FUOV1_OVARY,
1648,CCLE.HCC364,ACH-000575,,HCC364,HCC364_LUNG,
1649,CCLE.KMS27,ACH-000576,KMS-27,KMS27,KMS27_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
1650,CTRP.KMS-27,ACH-000576,KMS-27,KMS27,KMS27_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
1651,CCLE.JHH2,ACH-000577,JHH-2,JHH2,JHH2_LIVER,
1652,GDSC.JHH-2,ACH-000577,JHH-2,JHH2,JHH2_LIVER,
1653,gCSI.JHH-2,ACH-000577,JHH-2,JHH2,JHH2_LIVER,
1654,CTRP.JHH-2,ACH-000577,JHH-2,JHH2,JHH2_LIVER,
1655,CCLE.HCC1171,ACH-000578,HCC-1171,HCC1171,HCC1171_LUNG,
1656,CTRP.HCC-1171,ACH-000578,HCC-1171,HCC1171,HCC1171_LUNG,
1657,NCI60.UACC-257,ACH-000579,UACC-257,UACC257,UACC257_SKIN,
1658,CCLE.UACC257,ACH-000579,UACC-257,UACC257,UACC257_SKIN,
1659,GDSC.UACC-257,ACH-000579,UACC-257,UACC257,UACC257_SKIN,
1660,CTRP.UACC-257,ACH-000579,UACC-257,UACC257,UACC257_SKIN,
1661,CCLE.C32,ACH-000580,C32,C32,C32_SKIN,
1662,GDSC.C32,ACH-000580,C32,C32,C32_SKIN,
1663,gCSI.C32,ACH-000580,C32,C32,C32_SKIN,
1664,CTRP.C32,ACH-000580,C32,C32,C32_SKIN,
1665,CCLE.SNU16,ACH-000581,SNU-16,SNU16,SNU16_STOMACH,
1666,CTRP.SNU-16,ACH-000581,SNU-16,SNU16,SNU16_STOMACH,
1667,CCLE.COLO741,ACH-000582,COLO 741,COLO741,COLO741_SKIN,
1668,GDSC.COLO-741,ACH-000582,COLO 741,COLO741,COLO741_SKIN,
1669,gCSI.COLO-741,ACH-000582,COLO 741,COLO741,COLO741_SKIN,
1670,CTRP.COLO-741,ACH-000582,COLO 741,COLO741,COLO741_SKIN,
1671,CCLE.MC116,ACH-000583,MC116,MC116,MC116_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
1672,GDSC.MC116,ACH-000583,MC116,MC116,MC116_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
1673,gCSI.MC116,ACH-000583,MC116,MC116,MC116_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
1674,CTRP.MC116,ACH-000583,MC116,MC116,MC116_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
1675,CCLE.JHOS4,ACH-000584,JHOS-4,JHOS4,JHOS4_OVARY,
1676,GDSC.JHOS-4,ACH-000584,JHOS-4,JHOS4,JHOS4_OVARY,
1677,CCLE.EPLC272H,ACH-000585,EPLC-272H,EPLC272H,EPLC272H_LUNG,
1678,GDSC.EPLC-272H,ACH-000585,EPLC-272H,EPLC272H,EPLC272H_LUNG,
1679,gCSI.EPLC-272H,ACH-000585,EPLC-272H,EPLC272H,EPLC272H_LUNG,
1680,CTRP.EPLC-272H,ACH-000585,EPLC-272H,EPLC272H,EPLC272H_LUNG,
1681,CCLE.NCIH1876,ACH-000586,NCI-H1876,NCIH1876,NCIH1876_LUNG,
1682,GDSC.NCI-H1876,ACH-000586,NCI-H1876,NCIH1876,NCIH1876_LUNG,
1683,CCLE.NCIH1975,ACH-000587,NCI-H1975,NCIH1975,NCIH1975_LUNG,
1684,GDSC.NCI-H1975,ACH-000587,NCI-H1975,NCIH1975,NCIH1975_LUNG,
1685,CTRP.NCI-H1975,ACH-000587,NCI-H1975,NCIH1975,NCIH1975_LUNG,
1686,CCLE.KMS26,ACH-000588,KMS-26,KMS26,KMS26_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
1687,gCSI.KMS-26,ACH-000588,KMS-26,KMS26,KMS26_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
1688,CTRP.KMS-26,ACH-000588,KMS-26,KMS26,KMS26_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
1689,CCLE.NCIH1437,ACH-000589,NCI-H1437,NCIH1437,NCIH1437_LUNG,
1690,GDSC.NCI-H1437,ACH-000589,NCI-H1437,NCIH1437,NCIH1437_LUNG,
1691,gCSI.NCI-H1437,ACH-000589,NCI-H1437,NCIH1437,NCIH1437_LUNG,
1692,CCLE.NCIH2073,ACH-000590,NCI-H2073,NCIH2073,NCIH2073_LUNG,
1693,CCLE.LN235,ACH-000591,,LN235,LN235_CENTRAL_NERVOUS_SYSTEM,
1694,CCLE.TM31,ACH-000592,TM-31,TM31,TM31_CENTRAL_NERVOUS_SYSTEM,
1695,CTRP.TM-31,ACH-000592,TM-31,TM31,TM31_CENTRAL_NERVOUS_SYSTEM,
1696,CCLE.BC3C,ACH-000593,BC-3C,BC3C,BC3C_URINARY_TRACT,
1697,CTRP.BC-3C,ACH-000593,BC-3C,BC3C,BC3C_URINARY_TRACT,
1698,CCLE.DMS153,ACH-000594,DMS 153,DMS153,DMS153_LUNG,
1699,GDSC.DMS-153,ACH-000594,DMS 153,DMS153,DMS153_LUNG,
1700,CCLE.LN229,ACH-000595,LN-229,LN229,LN229_CENTRAL_NERVOUS_SYSTEM,
1701,GDSC.LN-229,ACH-000595,LN-229,LN229,LN229_CENTRAL_NERVOUS_SYSTEM,
1702,gCSI.LN-229,ACH-000595,LN-229,LN229,LN229_CENTRAL_NERVOUS_SYSTEM,
1703,CTRP.LN-229,ACH-000595,LN-229,LN229,LN229_CENTRAL_NERVOUS_SYSTEM,
1704,CCLE.LCLC97TM1,ACH-000596,LCLC-97TM1,LCLC97TM1,LCLC97TM1_LUNG,
1705,GDSC.LCLC-97TM1,ACH-000596,LCLC-97TM1,LCLC97TM1,LCLC97TM1_LUNG,
1706,gCSI.LCLC-97TM1,ACH-000596,LCLC-97TM1,LCLC97TM1,LCLC97TM1_LUNG,
1707,CTRP.LCLC-97TM1,ACH-000596,LCLC-97TM1,LCLC97TM1,LCLC97TM1_LUNG,
1708,CCLE.TTC-709,ACH-000597,TTC-709,TTC709,TTC709_SOFT_TISSUE,
1709,CTRP.TTC709,ACH-000597,TTC-709,TTC709,TTC709_SOFT_TISSUE,
1710,CCLE.PATU8902,ACH-000599,PA-TU-8902,PATU8902,PATU8902_PANCREAS,
